Province/Territory,Program Stream,Employer,Address,Occupation,Incorporate Status,Approved LMIAs,Approved Positions,Postal_Code,Latitude,Longitude
British Columbia,High Wage,Geng Shi Ji No.1 Restaurant Co. Ltd.,"Richmond, BC V6X 3Z9",62020-Food service supervisors,Unknown,1,1,V6X 3Z9,49.1836,-123.1168
British Columbia,High Wage,Geyser Transport Ltd.,"Surrey, BC V3W 3E9",70020-Managers in transportation,Unknown,1,1,V3W 3E9,49.141,-122.8569
British Columbia,High Wage,GForm Enterprises Ltd,"Richmond, BC V6W 1H9",72310-Carpenters,Unknown,1,6,V6W 1H9,49.1534,-123.048
British Columbia,High Wage,GFTeam Canada Brazilian Jiu Jitsu Incorporated,"Burnaby, BC V5H 2G2","54100-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1,V5H 2G2,49.2302,-122.9952
British Columbia,High Wage,GG Athletics Ltd.,"Abbotsford, BC V2T 5W8",12200-Accounting technicians and bookkeepers,Unknown,1,1,V2T 5W8,49.0384,-122.3485
British Columbia,High Wage,Ghella Canada Ltd (CN),"Vancouver, BC V7X 1M9",70010-Construction managers,Corporation,1,1,V7X 1M9,49.2935,-123.1162
British Columbia,High Wage,Gibsons Tree Service Ltd,"Gibsons, BC V0N 1V1",22114-Landscape and horticulture technicians and specialists,Unknown,1,1,V0N 1V1,51.2944,-126.0745
British Columbia,High Wage,Giglio Construction Ltd.,"North Vancouver, BC V7P 2K6",13100-Administrative officers,Unknown,1,1,V7P 2K6,49.322,-123.1149
British Columbia,High Wage,Gillco Tax & Accounting Inc.,"Surrey, BC V3W 0E9",13100-Administrative officers,Unknown,1,1,V3W 0E9,49.141,-122.8569
British Columbia,High Wage,Gillz Truck and Trailer Sales Ltd.,"Surrey, BC V3W 6K4",13100-Administrative officers,Unknown,1,1,V3W 6K4,49.141,-122.8569
British Columbia,High Wage,Glimpse Lake Ranch Estate Ltd.,"Quilchena, BC V0E 2R0",73201-General building maintenance workers and building superintendents,Unknown,1,1,V0E 2R0,51.505,-119.2034
British Columbia,High Wage,Global Fleet Management Inc.,"Burnaby, BC V5H 2E8",21234-Web developers and programmers,Unknown,1,1,V5H 2E8,49.2302,-122.9952
British Columbia,High Wage,Global Fleet Management Inc.,"Burnaby, BC V5H 2E8",21311-Computer engineers (except software engineers and designers),Unknown,1,1,V5H 2E8,49.2302,-122.9952
British Columbia,High Wage,Global Fleet Management Inc.,"Burnaby, BC V5H 2E8",22221-User support technicians,Unknown,1,1,V5H 2E8,49.2302,-122.9952
British Columbia,High Wage,Global Fleet Management Inc.,"Burnaby, BC V5H 2E8",64101-Sales and account representatives - wholesale trade (non-technical),Unknown,1,2,V5H 2E8,49.2302,-122.9952
British Columbia,High Wage,Global Rigging  & Transport Canada Corp.,"Surrey, BC V4N 4C4",22303-Construction estimators,Unknown,1,1,V4N 4C4,49.1707,-122.7326
British Columbia,High Wage,Global Rope Access,"Squamish, BC V8B 0R1",70010-Construction managers,Unknown,1,1,V8B 0R1,49.7002,-123.156
British Columbia,High Wage,Glowing Hearts Daycare Inc,"Coquitlam, BC V3K 2G1","12010-Supervisors, general office and administrative support workers",Unknown,1,1,V3K 2G1,49.2366,-122.8521
British Columbia,High Wage,Glyco Drywall Ltd.,"Delta, BC V4C 2H4",72310-Carpenters,Unknown,1,2,V4C 2H4,49.1551,-122.9124
British Columbia,High Wage,GMen At Steveston Ramen Shop,"Richmond, BC V7E 3B6",60030-Restaurant and food service managers,Unknown,1,1,V7E 3B6,49.1323,-123.1705
British Columbia,High Wage,GMR LOGISTICS LTD.,"surrey, BC V3W 5Y1",13100-Administrative officers,Unknown,1,1,V3W 5Y1,49.141,-122.8569
British Columbia,High Wage,GOAT SIDING & SOFFITS LTD.,"Campbell River, BC V9W 0G5",72310-Carpenters,Unknown,1,2,V9W 0G5,50.0769,-125.5909
British Columbia,High Wage,Gold Coast Stucco and Design Ltd,"Surrey, BC V3R 3K5","73102-Plasterers, drywall installers and finishers and lathers",Unknown,1,1,V3R 3K5,49.1948,-122.8131
British Columbia,High Wage,GOLD KEY INSURANCE SERVICES LTD.,"SURREY, BC V3W 4G3",63100-Insurance agents and brokers,Unknown,1,1,V3W 4G3,49.141,-122.8569
British Columbia,High Wage,GOLD STANDARD SIDING LTD.,"SQUAMISH, BC V8B 0H3",73200-Residential and commercial installers and servicers,Unknown,1,1,V8B 0H3,49.7002,-123.156
British Columbia,High Wage,Golden Eagle Sable Fish Limited,"Salt Spring Island, BC V8K 1N7",80022-Managers in aquaculture,Unknown,1,1,V8K 1N7,48.8138,-123.4973
British Columbia,High Wage,Golden Glass & Shower Doors Ltd,"Surrey, BC V3W 4G1",72311-Cabinetmakers,Unknown,1,1,V3W 4G1,49.141,-122.8569
British Columbia,High Wage,GOODIES TRADING LTD,"CHILLIWACK, BC V2R 4H5",12200-Accounting technicians and bookkeepers,Unknown,1,1,V2R 4H5,49.076,-121.9883
British Columbia,High Wage,Goodseed Health Care Inc.,"Burnaby, BC V5C 5T5","41406-Recreation, sports and fitness policy researchers, consultants and program officers",Unknown,1,1,V5C 5T5,49.274,-123.0074
British Columbia,High Wage,Goodstar Building Maintenance Ltd,"Abbotsford, BC V2S 2S9",13100-Administrative officers,Unknown,1,1,V2S 2S9,49.0423,-122.2835
British Columbia,High Wage,Grace Roofing Ltd.,"Surrey, BC V3W 6T3",73110-Roofers and shinglers,Unknown,1,1,V3W 6T3,49.141,-122.8569
British Columbia,High Wage,Grand Performance Auto Centre Inc,"Richmond, BC V6V 1J7","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1,V6V 1J7,49.1853,-123.0386
British Columbia,High Wage,Grandview Blacktop Ltd,"Port Coquitlam, BC V3C 0H1",73400-Heavy equipment operators,Unknown,1,2,V3C 0H1,49.2436,-122.7865
British Columbia,High Wage,Grandview Blacktop Ltd,"Port Coquitlam, BC V3C 0H1",75110-Construction trades helpers and labourers,Unknown,1,3,V3C 0H1,49.2436,-122.7865
British Columbia,High Wage,Graytek Solutions Ltd,"Coquitlam, BC V3K 6V7",13100-Administrative officers,Unknown,1,1,V3K 6V7,49.2366,-122.8521
British Columbia,High Wage,Green Paradise Landscaping Ltd.,"Vancouver, BC V5Z 3G9","82031-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1,V5Z 3G9,49.2475,-123.121
British Columbia,High Wage,Green Pearl Holdings Inc.,"Richmond, BC V6X 2T9",60030-Restaurant and food service managers,Unknown,1,1,V6X 2T9,49.1836,-123.1168
British Columbia,High Wage,GRG Ventures Ltd,"Vancouver, BC V6B 4M9",60030-Restaurant and food service managers,Unknown,1,1,V6B 4M9,49.2788,-123.1139
British Columbia,High Wage,Gryphon Corporate Group Ltd,"Vancouver, BC V6H 3H1","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V6H 3H1,49.2559,-123.1322
British Columbia,High Wage,GSD Investments Incorporated,"Hope, BC V0X 1L0",60030-Restaurant and food service managers,Unknown,1,1,V0X 1L0,49.3688,-120.6569
British Columbia,High Wage,Guanajuato Silver Company LTD,"Vancouver, BC V6C 3E1",12200-Accounting technicians and bookkeepers,Unknown,1,1,V6C 3E1,49.2866,-123.1158
British Columbia,High Wage,GUANGSON EDUCATION GROUP LTD,"Burnaby, BC V5H 2A9",13100-Administrative officers,Unknown,1,1,V5H 2A9,49.2302,-122.9952
British Columbia,High Wage,GUARD EMPIRE SECURITY SERVICES LTD.,"Surrey, BC V3W 1T6",62029-Other services supervisors,Unknown,1,1,V3W 1T6,49.141,-122.8569
British Columbia,High Wage,Guardteck Security Corp.,"Burnaby, BC V5C 0E4",62029-Other services supervisors,Unknown,1,1,V5C 0E4,49.274,-123.0074
British Columbia,High Wage,GUILDFORD BOTTLE DEPOT 2001 LTD.,"SURREY, BC V3R 1V9","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,V3R 1V9,49.1948,-122.8131
British Columbia,High Wage,Gur-ish Trucking Ltd.,"Surrey, BC V3W 0K8",73300-Transport truck drivers,Unknown,1,2,V3W 0K8,49.141,-122.8569
British Columbia,High Wage,Gursur Development Inc,"Delta, BC V4C 3Z7",60020-Retail and wholesale trade managers,Unknown,1,1,V4C 3Z7,49.1551,-122.9124
British Columbia,High Wage,Gwireless Smart Homes Ltd.,"Richmond, BC V7E 2X7",72200-Electricians (except industrial and power system),Unknown,1,1,V7E 2X7,49.1323,-123.1705
British Columbia,High Wage,Gygablue Enterprises Ltd,"Surrey, BC V3S 3C2",62024-Cleaning supervisors,Unknown,1,1,V3S 3C2,49.0791,-122.7553
British Columbia,High Wage,H & I Environmental Groups Ltd,"Surrey, BC V3V 3P3",73200-Residential and commercial installers and servicers,Unknown,1,1,V3V 3P3,49.1889,-122.873
British Columbia,High Wage,H CLAIR FINISHING CARPENTRY LTD.,"Surrey, BC V3R 3S8",72310-Carpenters,Unknown,1,1,V3R 3S8,49.1948,-122.8131
British Columbia,High Wage,H. A. Mechanical & Welding Ltd.,"Abbotsford, BC V2S 7N3","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V2S 7N3,49.0423,-122.2835
British Columbia,High Wage,H.D. Investments Ltd.,"Surrey, BC V3T 1H3",72320-Bricklayers,Unknown,1,1,V3T 1H3,49.1894,-122.8454
British Columbia,High Wage,H.T. INDUSTRIES INC.,"Surrey, BC V3W 8J9",73200-Residential and commercial installers and servicers,Unknown,1,2,V3W 8J9,49.141,-122.8569
British Columbia,High Wage,Hagensborg Supermarket LTD.,"Hagensborg, BC V0T 1H0",13100-Administrative officers,Unknown,1,1,V0T 1H0,52.2338,-126.2134
British Columbia,High Wage,Hai Di Lao Canada Restaurants Group Ltd,"Richmond, BC V6Y 0C2",60030-Restaurant and food service managers,Unknown,1,1,V6Y 0C2,49.17,-123.1368
British Columbia,High Wage,Hampton House Society,"Victoria, BC V8Z 7X8",42202-Early childhood educators and assistants,Unknown,1,6,V8Z 7X8,48.4993,-123.4003
British Columbia,High Wage,Hans Demolition & Excavation Ltd,"Surrey, BC V3X 3S9","72021-Contractors and supervisors, heavy equipment operator crews",Unknown,1,1,V3X 3S9,49.1067,-122.8576
British Columbia,High Wage,Hans Demolition & Excavation Ltd,"Surrey, BC V3X 3S9",73400-Heavy equipment operators,Unknown,1,2,V3X 3S9,49.1067,-122.8576
British Columbia,High Wage,Hans Demolition & Excavation Ltd,"Surrey, BC V3X 3S9",75110-Construction trades helpers and labourers,Unknown,1,3,V3X 3S9,49.1067,-122.8576
British Columbia,High Wage,Harco Tiles & Construction Ltd,"Surrey, BC V3W 2P4","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,V3W 2P4,49.141,-122.8569
British Columbia,High Wage,Hardlink Consulting Corp.,"Vancouver, BC V6A 1T1",22221-User support technicians,Unknown,1,1,V6A 1T1,49.2779,-123.0908
British Columbia,High Wage,HARGUR CONSTRUCTION LTD.,"Surrey, BC V3S 5T6",73200-Residential and commercial installers and servicers,Unknown,1,1,V3S 5T6,49.0791,-122.7553
British Columbia,High Wage,Harmonic Machine Inc.,"Chilliwack, BC V2R 0L1",22302-Industrial engineering and manufacturing technologists and technicians,Unknown,1,1,V2R 0L1,49.076,-121.9883
British Columbia,High Wage,Haveli Bistro Ltd.,"Surrey, BC V3W 0H9",63201-Butchers - retail and wholesale,Unknown,1,2,V3W 0H9,49.141,-122.8569
British Columbia,High Wage,Haveli Bistro Ltd.,"Surrey, BC V3W 0H9",64301-Bartenders,Unknown,1,2,V3W 0H9,49.141,-122.8569
British Columbia,High Wage,Hayer Demolition Ltd,"Richmond, BC V6V 1M7",73300-Transport truck drivers,Unknown,1,3,V6V 1M7,49.1853,-123.0386
British Columbia,High Wage,Healing Hands Landscaping Inc,"Burnaby, BC V5C 3K4",22114-Landscape and horticulture technicians and specialists,Unknown,1,1,V5C 3K4,49.274,-123.0074
British Columbia,High Wage,Heng Mei Enterprises Ltd.,"Burnaby, BC V5E 1B6",72106-Welders and related machine operators,Unknown,1,2,V5E 1B6,49.2272,-122.9574
British Columbia,High Wage,HERSER CEMENT FINISHER LIMITED,"Surrey, BC V4N 0Z1",73100-Concrete finishers,Unknown,1,1,V4N 0Z1,49.1707,-122.7326
British Columbia,High Wage,HeyRam Consulting Ltd.,"SURREY, BC V3W 0H6",13100-Administrative officers,Unknown,1,1,V3W 0H6,49.141,-122.8569
British Columbia,High Wage,HeyRam Consulting Ltd.,"SURREY, BC V3W 0H6",22221-User support technicians,Unknown,1,1,V3W 0H6,49.141,-122.8569
British Columbia,High Wage,Hi Tech Diesel Garage Ltd.,"Surrey, BC V3V 3X4","72411-Auto body collision, refinishing and glass technicians and damage repair estimators",Unknown,1,1,V3V 3X4,49.1889,-122.873
British Columbia,High Wage,HI-Beam Contractors Ltd,"Vancouver, BC V5X 2T8",72310-Carpenters,Unknown,2,5,V5X 2T8,49.2156,-123.0979
British Columbia,High Wage,HI-Beam Contractors Ltd,"Vancouver, BC V5X 2T8",73112-Painters and decorators (except interior decorators),Unknown,1,2,V5X 2T8,49.2156,-123.0979
British Columbia,High Wage,High Hit Painting Ltd.,"Surrey, BC V3W 0A8",73112-Painters and decorators (except interior decorators),Unknown,1,3,V3W 0A8,49.141,-122.8569
British Columbia,High Wage,Hiraku Sushi Ltd.,"Coquitlam, BC V3E 0J5",60030-Restaurant and food service managers,Unknown,1,1,V3E 0J5,49.3167,-122.7384
British Columbia,High Wage,HITECH ELECTRIC INC,"Surrey, BC V3W 8K2",72200-Electricians (except industrial and power system),Unknown,1,1,V3W 8K2,49.141,-122.8569
British Columbia,High Wage,HKI Chartered Professional Accountant Ltd,"Abbotsford, BC V2T 4V6",12200-Accounting technicians and bookkeepers,Unknown,1,1,V2T 4V6,49.0384,-122.3485
British Columbia,High Wage,HM Tax and Accounting Inc.,"Vancouver, BC V5R 5K6",21221-Business system specialists,Unknown,1,1,V5R 5K6,49.2397,-123.0407
British Columbia,High Wage,Homejoy Development LTD,"Vancouver, BC V6G 0A7",72311-Cabinetmakers,Unknown,1,1,V6G 0A7,49.299,-123.1408
British Columbia,High Wage,Homejoy Development LTD,"Vancouver, BC V6G 0A7",73113-Floor covering installers,Unknown,1,1,V6G 0A7,49.299,-123.1408
British Columbia,High Wage,Hometown Furniture & Appliances (Penticton) Ltd.,"Penticton, BC V2A 6E8",62010-Retail sales supervisors,Unknown,2,2,V2A 6E8,49.4806,-119.5858
British Columbia,High Wage,Honeybee Pediatric Therapy Inc,"Vernon, BC V1T 2K5",31203-Occupational therapists,Unknown,1,1,V1T 2K5,50.2604,-119.2774
British Columbia,High Wage,Hoppla Restaurants Inc.,"Kamloops, BC V2C 2A7",62200-Chefs,Unknown,1,1,V2C 2A7,50.5437,-120.0937
British Columbia,High Wage,Hotel Zhu Ltd.,"Parksville, BC V9P 1K8",60031-Accommodation service managers,Unknown,1,1,V9P 1K8,49.3163,-124.3194
British Columbia,High Wage,Houston Landscapes LTD.,"North Vancouver, BC V7H 2M2","82031-Contractors and supervisors, landscaping, grounds maintenance and horticulture services",Unknown,1,1,V7H 2M2,49.3551,-122.9802
British Columbia,High Wage,Hoya Enterprise Inc.,"Vancouver, BC V6R 2J1",60030-Restaurant and food service managers,Unknown,1,1,V6R 2J1,49.2666,-123.1976
British Columbia,High Wage,H-S Tool & Parts Inc.,"Richmond, BC V6X 2P9",72100-Machinists and machining and tooling inspectors,Unknown,1,3,V6X 2P9,49.1836,-123.1168
British Columbia,High Wage,HSR Trucking Ltd.,"Abbotsford, BC V2T 5Y3",73300-Transport truck drivers,Unknown,1,5,V2T 5Y3,49.0384,-122.3485
British Columbia,High Wage,HUSKY PAINTING LTD.,"Vancouver, BC V5P 3T5",73112-Painters and decorators (except interior decorators),Unknown,1,1,V5P 3T5,49.222,-123.0683
British Columbia,High Wage,Hwy 10 Auto Sales Ltd.,"Surrey, BC V3W 4Z5",12200-Accounting technicians and bookkeepers,Unknown,1,1,V3W 4Z5,49.141,-122.8569
British Columbia,High Wage,HY'S OF CANADA LTD. HY'S Whistler,"Whistler, BC V8E 1A9",62200-Chefs,Unknown,1,1,V8E 1A9,50.1182,-122.954
British Columbia,High Wage,I.S. Dhaliwal & Associates Inc.,"Surrey, BC V3W 2V7",12200-Accounting technicians and bookkeepers,Unknown,1,1,V3W 2V7,49.141,-122.8569
British Columbia,High Wage,ICON Creative Studio Inc.,"Vancouver, BC V6B 1B8",52120-Graphic designers and illustrators,Unknown,1,1,V6B 1B8,49.2788,-123.1139
British Columbia,High Wage,IEP ENERGY ECONOMICS LTD.,"Armstrong, BC V0E 1B6",73200-Residential and commercial installers and servicers,Unknown,1,1,V0E 1B6,51.505,-119.2034
British Columbia,High Wage,IGNEOUS ADVENTURE CORP,"Clearwater, BC V0E 1N1","54100-Program leaders and instructors in recreation, sport and fitness",Unknown,1,1,V0E 1N1,51.505,-119.2034
British Columbia,High Wage,IKON PAINTING LTD.,"SURREY, BC V3V 7E7",73112-Painters and decorators (except interior decorators),Unknown,1,1,V3V 7E7,49.1889,-122.873
British Columbia,High Wage,ILLUMING POWER INC.,"Vancouver, BC V6A 4A3",60010-Corporate sales managers,Unknown,1,1,V6A 4A3,49.2779,-123.0908
British Columbia,High Wage,Image Engine Design Inc.,"Vancouver, BC V5T 2Z6",21231-Software engineers and designers,Unknown,1,1,V5T 2Z6,49.262,-123.0923
British Columbia,High Wage,Imasco Minerals Inc.,"Surrey, BC V4N 4C8","72020-Contractors and supervisors, mechanic trades",Unknown,1,1,V4N 4C8,49.1707,-122.7326
British Columbia,High Wage,Imasco Minerals Inc.,"Surrey, BC V4N 4C8",72400-Construction millwrights and industrial mechanics,Unknown,1,1,V4N 4C8,49.1707,-122.7326
British Columbia,High Wage,In & Out Express Ltd.,"Maple Ridge, BC V2X 4Z5",73300-Transport truck drivers,Unknown,1,1,V2X 4Z5,49.2196,-122.6164
British Columbia,High Wage,Incline Transport Ltd.,"Chilliwack, BC V2R 3W2",73300-Transport truck drivers,Unknown,1,1,V2R 3W2,49.076,-121.9883
British Columbia,High Wage,independent building materials distribution inc.,"Langley, BC V2Z 2L2",62024-Cleaning supervisors,Unknown,1,2,V2Z 2L2,49.0483,-122.5997
British Columbia,High Wage,Indian Accent Restaurant Ltd.,"Langley, BC V3A 3Y6",60030-Restaurant and food service managers,Unknown,1,1,V3A 3Y6,49.0997,-122.6526
British Columbia,High Wage,Indian Accent Restaurant Ltd.,"Langley, BC V3A 3Y6",63200-Cooks,Unknown,1,2,V3A 3Y6,49.0997,-122.6526
British Columbia,High Wage,INDIAN PALATE RESTAURANT LTD.,"Ladysmith, BC V9G 1A5",63200-Cooks,Unknown,1,1,V9G 1A5,48.9829,-123.8194
British Columbia,High Wage,Indianhead contracting inc,"Langley, BC V3A 8P1",72321-Insulators,Unknown,1,3,V3A 8P1,49.0997,-122.6526
British Columbia,High Wage,Individualized Funding Resource Centre Society,"Vancouver, BC V6P 6G5",13102-Payroll administrators,Unknown,1,1,V6P 6G5,49.2151,-123.1396
British Columbia,High Wage,Infoblox Canada Ltd.,"Burnaby, BC V5H 4M2",21231-Software engineers and designers,Unknown,1,2,V5H 4M2,49.2302,-122.9952
British Columbia,High Wage,Inline Truck repair ltd,"Surrey, BC V3W 3H7",72106-Welders and related machine operators,Unknown,1,1,V3W 3H7,49.141,-122.8569
British Columbia,High Wage,Inline Truck repair ltd,"Surrey, BC V3W 3H7","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V3W 3H7,49.141,-122.8569
British Columbia,High Wage,Innate Quality Installation Ltd.,"Burnaby, BC V3N 5A6",73200-Residential and commercial installers and servicers,Unknown,1,4,V3N 5A6,49.2275,-122.9301
British Columbia,High Wage,Inner-City Demolition Ltd.,"Richmond, BC V6V 2K7",73110-Roofers and shinglers,Unknown,1,6,V6V 2K7,49.1853,-123.0386
British Columbia,High Wage,Innovate Phytoceuticals Inc.,"Kelowna, BC V1V 3C2",13110-Administrative assistants,Unknown,1,1,V1V 3C2,49.9497,-119.4339
British Columbia,High Wage,Internally Flawless Construction Corporation,"SURREY, BC V3W 1E7","12013-Supervisors, supply chain, tracking and scheduling coordination occupations",Unknown,1,1,V3W 1E7,49.141,-122.8569
British Columbia,High Wage,International Montessori Academies of Canada,"Duncan, BC V9L 6M5",42202-Early childhood educators and assistants,Unknown,1,1,V9L 6M5,48.7829,-123.7027
British Columbia,High Wage,International Quest Engineering Ltd.,"PRINCE GEORGE, BC V2L 3J1",22212-Drafting technologists and technicians,Unknown,1,2,V2L 3J1,53.9078,-122.7473
British Columbia,High Wage,International Testing Laboratory Inc.,"Richmond, BC V7A 4V4",20012-Computer and information systems managers,Unknown,1,1,V7A 4V4,49.1205,-123.1171
British Columbia,High Wage,Invermere Glass Ltd.,"Invermere, BC V0A 1K5",60020-Retail and wholesale trade managers,Unknown,1,1,V0A 1K5,51.2994,-116.939
British Columbia,High Wage,Iridium Contracting Inc.,"Burnaby, BC V3N 1E2","72014-Contractors and supervisors, other construction trades, installers, repairers and servicers",Unknown,1,1,V3N 1E2,49.2275,-122.9301
British Columbia,High Wage,Iron Diesel Auto Repair & Towing Ltd.,"Lillooet, BC V8E 1K2",72401-Heavy-duty equipment mechanics,Unknown,1,1,V8E 1K2,50.1182,-122.954
British Columbia,High Wage,ISHIYA HAIR WORKS  INC.,"Vancouver, BC V5Z 2W2",60040-Managers in customer and personal services,Unknown,1,1,V5Z 2W2,49.2475,-123.121
British Columbia,High Wage,Island Lubricants Ltd.,"Campbell River, BC V9W 3A6","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V9W 3A6,50.0769,-125.5909
British Columbia,High Wage,Island Wide Scaffolding Ltd.,"Victoria, BC V9B 6H2",75110-Construction trades helpers and labourers,Unknown,1,1,V9B 6H2,48.4793,-123.5271
British Columbia,High Wage,J R 10 FRAMING LTD.,"SURREY, BC V3W 6N2",73200-Residential and commercial installers and servicers,Unknown,2,2,V3W 6N2,49.141,-122.8569
British Columbia,High Wage,J&M Restaurant Ltd.,"delta, BC V4C 6P5",60030-Restaurant and food service managers,Unknown,1,1,V4C 6P5,49.1551,-122.9124
British Columbia,High Wage,J. & S. Young Merchants Ltd.,"VICTORIA, BC V8T 2C5","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V8T 2C5,48.4392,-123.3566
British Columbia,High Wage,J8 Plumbing & Heating Inc.,"Richmond, BC V6V 1Y3","72013-Contractors and supervisors, carpentry trades",Unknown,1,2,V6V 1Y3,49.1853,-123.0386
British Columbia,High Wage,JADE ASIAN KITCHEN LTD.,"Vernon, BC V1T 2B9",63200-Cooks,Unknown,1,3,V1T 2B9,50.2604,-119.2774
British Columbia,High Wage,Jadoon Enterprises Ltd.,"Terrace, BC V8G 1R1",60030-Restaurant and food service managers,Unknown,1,2,V8G 1R1,54.5163,-128.6035
British Columbia,High Wage,Jafri Accounting Services Ltd,"Surrey, BC V3W 1N6",12200-Accounting technicians and bookkeepers,Unknown,1,1,V3W 1N6,49.141,-122.8569
British Columbia,High Wage,Janox Fluid Power Ltd.,"Delta, BC V4K 5B9",21301-Mechanical engineers,Unknown,1,1,V4K 5B9,49.0986,-123.0318
British Columbia,High Wage,Japan Consulting Corporation,"Vancouver, BC V5X 3E3",62020-Food service supervisors,Unknown,1,1,V5X 3E3,49.2156,-123.0979
British Columbia,High Wage,Jason Zhang Notary Corporation,"Nanaimo, BC V9S 1H7",13111-Legal administrative assistants,Unknown,1,1,V9S 1H7,49.1886,-123.963
British Columbia,High Wage,Jassal Signs Ltd.,"Surrey, BC V3W 1L3","72022-Supervisors, printing and related occupations",Unknown,1,1,V3W 1L3,49.141,-122.8569
British Columbia,High Wage,Jay & Ess Construction Ltd.,"Surrey, BC V3W 3T3",73110-Roofers and shinglers,Unknown,1,1,V3W 3T3,49.141,-122.8569
British Columbia,High Wage,JCC Construction,"Deroche, BC V0M 1G0",72310-Carpenters,Unknown,1,3,V0M 1G0,49.6346,-122.038
British Columbia,High Wage,JDM Electrical LTD,"Burnaby, BC V5A 2H1",22311-Electronic service technicians (household and business equipment),Unknown,1,1,V5A 2H1,49.264,-122.9369
British Columbia,High Wage,JDPC Operations Inc,"Vancouver, BC V7Y 1K8",60030-Restaurant and food service managers,Unknown,1,1,V7Y 1K8,49.2819,-123.119
British Columbia,High Wage,Jeet Framing & Construction Ltd.,"Kelowna, BC V1X 6B6",72310-Carpenters,Unknown,1,1,V1X 6B6,50.0528,-119.2858
British Columbia,High Wage,Jensen Construction Group LTD.,"Bradckendale, BC V0N 1H0",72310-Carpenters,Unknown,1,1,V0N 1H0,51.2944,-126.0745
British Columbia,High Wage,JgJ Enterprises Inc.,"Surrey, BC V3T 0P8","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V3T 0P8,49.1894,-122.8454
British Columbia,High Wage,JH Accounting Inc,"Aldergrove, BC V4W 3R2",12200-Accounting technicians and bookkeepers,Unknown,1,1,V4W 3R2,49.0713,-122.4977
British Columbia,High Wage,JIALAI INTERNATIONAL CONSULTATION SERVICE INC.,"Richmond, BC V6X 4E4","11202-Professional occupations in advertising, marketing and public relations",Unknown,1,1,V6X 4E4,49.1836,-123.1168
British Columbia,High Wage,Jim Pattison Industries Ltd.,"Surrey, BC V3R 0H9","72410-Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1,1,V3R 0H9,49.1948,-122.8131
British Columbia,High Wage,JIN-GEE RESTAURANT LTD,"Nelson, BC V1L 1K9",60030-Restaurant and food service managers,Unknown,1,1,V1L 1K9,49.4999,-117.2855
British Columbia,High Wage,jjj foods ltd,"port coquitlam, BC V3B 7Z1",60030-Restaurant and food service managers,Unknown,1,1,V3B 7Z1,49.274,-122.7649
British Columbia,High Wage,JJROOFING SERVICES LTD,"Surrey, BC V3T 4N8",73110-Roofers and shinglers,Unknown,1,2,V3T 4N8,49.1894,-122.8454
British Columbia,High Wage,JKCE PROBUILD CONTRACTING CORP.,"RICHMOND, BC V6V 1N6",73200-Residential and commercial installers and servicers,Unknown,1,1,V6V 1N6,49.1853,-123.0386
British Columbia,High Wage,Johal Framing Ltd,"Delta, BC V4C 6A5",72310-Carpenters,Unknown,1,1,V4C 6A5,49.1551,-122.9124
British Columbia,High Wage,John Green Personal Real Estate corporation,"Penticton, BC V2A 6G5",13100-Administrative officers,Unknown,1,1,V2A 6G5,49.4806,-119.5858
British Columbia,High Wage,JS Hayer Plumbing & Heating Ltd.,"Surrey, BC V3X 1R4",72300-Plumbers,Unknown,1,1,V3X 1R4,49.1067,-122.8576
British Columbia,High Wage,Juice Truck Enterprises ltd,"Vancouver, BC V5Y 1H5","72024-Supervisors, motor transport and other ground transit operators",Unknown,1,1,V5Y 1H5,49.2492,-123.1104
British Columbia,High Wage,Junior Scholars Educational Childcare Ltd.,"Surrey, BC V3X 0H4",42202-Early childhood educators and assistants,Unknown,1,2,V3X 0H4,49.1067,-122.8576
British Columbia,High Wage,JURAJ DADO DBA SAINT ST GRILL,"Port Moody, BC V3H 2B4",62200-Chefs,Unknown,1,1,V3H 2B4,49.3231,-122.8626
British Columbia,High Wage,JY SHINWOO CONSTRUCTION LTD.,"Victoria, BC V9B 0X3",72310-Carpenters,Unknown,1,1,V9B 0X3,48.4793,-123.5271
British Columbia,High Wage,JY SHINWOO CONSTRUCTION LTD.,"Victoria, BC V9B 0X3",73101-Tilesetters,Unknown,1,1,V9B 0X3,48.4793,-123.5271
British Columbia,High Wage,K & W Glass Innovations Ltd.,"Port Coquitlam, BC V3C 6G5",13100-Administrative officers,Unknown,1,1,V3C 6G5,49.2436,-122.7865
